,act_avg,city,zip,percent_receiving_aid,cost_after_aid,state,rankingSortRank,hs_gpa_avg,businessRepScore,tuition,engineeringRepScore,displayName,institutionalControl,institution_name,branches,region,admission_rate,ug_enrollment,percent_white,percent_black,percent_hispanic,percent_asian,percent_aian,percent_nhpi,percent_twoormore,percent_nra,percent_unknown,percent_parttime,avg_cost,instante_tuition,outstate_tuition,tuition_revenue_per,instructional_expenditure_per,avg_faculty_salary,ft_faculty_rate,avg_net_price,number_titleIV,sat_avg
197,18.0,Las Cruces,88003,35.27972027972028,33920.86713286713,NM,198,3.5,2.4,22701,2.3,New Mexico State University,public,New Mexico State University-Main Campus,5,6,0.6384,11173.0,0.2704,0.0278,0.5919,0.0116,0.0213,0.0014,0.0207,0.0447,0.0102,0.1353,17124.0,6461.0,21022.0,4583.0,10678.0,8503.0,0.753,8625.0,885.0,1043.0
200,22.0,Charlotte,28223,35.27972027972028,33920.86713286713,NC,198,3.9,2.8,20268,2.6,University of North Carolina--Charlotte,public,University of North Carolina at Charlotte,1,5,0.6584,23622.0,0.5769,0.1636,0.0967,0.0656,0.0034,0.0012,0.045,0.0251,0.0225,0.1283,21882.0,6832.0,20266.0,8060.0,9534.0,9615.0,0.7122,16286.0,2087.0,1187.0
201,20.0,Bowling Green,43403,35.27972027972028,33920.86713286713,OH,202,3.4,2.5,18593,2.806829268292683,Bowling Green State University,public,Bowling Green State University-Main Campus,2,3,0.732,13790.0,0.7824,0.0913,0.0419,0.0092,0.0015,0.0006,0.0333,0.0189,0.0209,0.0553,23772.0,11057.0,18593.0,9154.0,9390.0,8821.0,0.6988,19128.0,2257.0,1088.0
202,19.0,Fullerton,92831,35.27972027972028,33920.86713286713,CA,202,3.6,2.6,17460,2.8,California State University--Fullerton,public,California State University-Fullerton,1,8,0.4572,35045.0,0.191,0.0186,0.4334,0.2122,0.0011,0.0017,0.043,0.0619,0.037,0.1889,17529.0,6850.0,18730.0,5693.0,7101.0,9747.0,0.4799,8737.0,2716.0,1096.0
203,19.0,Dallas,75211,35.27972027972028,33920.86713286713,TX,202,3.7,2.8343347639484984,27480,2.806829268292683,Dallas Baptist University,private,Dallas Baptist University,1,6,0.3942,3053.0,0.6063,0.1258,0.1654,0.0203,0.0085,0.0026,0.0,0.0711,0.0,0.2191,37754.0,27480.0,27480.0,17479.0,9816.0,8205.0,1.0,25334.0,289.0,1122.0
204,21.0,Boston,2125,35.27972027972028,33920.86713286713,MA,202,3.3,2.6,32985,2.806829268292683,University of Massachusetts--Boston,public,University of Massachusetts-Boston,1,1,0.7515,12159.0,0.3371,0.1675,0.1568,0.1324,0.0018,0.0002,0.0307,0.1181,0.0553,0.2236,21777.0,13828.0,32985.0,13920.0,14654.0,10965.0,0.6155,12292.0,985.0,1107.0
206,20.0,Mount Pleasant,48859,35.27972027972028,33920.86713286713,MI,207,3.4,2.3,23670,2.6,Central Michigan University,public,Central Michigan University,1,3,0.6775,17489.0,0.7772,0.0883,0.0461,0.0113,0.0079,0.0006,0.0367,0.0194,0.0125,0.1153,23328.0,12510.0,23670.0,10425.0,8551.0,9030.0,0.6977,15531.0,2795.0,1125.0
208,19.0,Tallahassee,32307,35.27972027972028,33920.86713286713,FL,207,3.5,2.8343347639484984,17725,2.3,Florida A&M University,public,Florida Agricultural and Mechanical University,1,5,0.4563,7552.0,0.033,0.8931,0.0267,0.004,0.0007,0.0,0.0342,0.0083,0.0,0.0927,22235.0,5785.0,17725.0,4537.0,8896.0,8077.0,0.9941,14279.0,865.0,1044.0
211,21.0,Denver,80217,35.27972027972028,33920.86713286713,CO,207,3.4,2.9,31209,2.2,University of Colorado--Denver,public,University of Colorado Denver/Anschutz Medical Campus,1,7,0.6522,11531.0,0.4808,0.0526,0.2148,0.0985,0.0036,0.001,0.0556,0.0772,0.0159,0.2513,21105.0,9107.0,25259.0,14337.0,30280.0,10326.0,0.6724,14941.0,708.0,1179.0
213,20.0,Missoula,59812,35.27972027972028,33920.86713286713,MT,207,3.3,2.6,24943,2.806829268292683,University of Montana,public,The University of Montana,2,7,0.9264,8958.0,0.787,0.0109,0.0471,0.0119,0.033,0.0023,0.045,0.0148,0.0478,0.1749,18490.0,7063.0,24943.0,8309.0,9899.0,7608.0,0.7253,15006.0,687.0,1165.0
215,23.0,Miami,33199,35.27972027972028,33920.86713286713,FL,216,3.9,2.6,18956,2.1,Florida International University,public,Florida International University,1,5,0.5407,41834.0,0.0883,0.1224,0.6696,0.0241,0.0007,0.0008,0.0271,0.0627,0.0043,0.3735,19055.0,6556.0,18954.0,6406.0,7565.0,10225.0,0.9829,12503.0,3231.0,1172.0
216,21.0,Ruston,71272,35.27972027972028,33920.86713286713,LA,216,3.7,2.3,18438,2.2,Louisiana Tech University,public,Louisiana Tech University,1,5,0.6484,8067.0,0.7077,0.1294,0.0379,0.013,0.004,0.0006,0.0289,0.0193,0.0591,0.0604,19225.0,9645.0,18558.0,7570.0,5576.0,7277.0,0.8134,10774.0,1028.0,1195.0
217,20.0,Brookings,57007,35.27972027972028,33920.86713286713,SD,216,3.4,2.8343347639484984,11403,2.806829268292683,South Dakota State University,public,South Dakota State University,1,4,0.9137,9704.0,0.87,0.0199,0.0237,0.0092,0.0089,0.0004,0.0224,0.0434,0.0023,0.1335,22410.0,8441.0,11689.0,8479.0,8731.0,8135.0,0.8075,19415.0,801.0,1144.0
219,25.0,Huntsville,35899,35.27972027972028,33920.86713286713,AL,216,3.8,2.5,21480,2.4,University of Alabama--Huntsville,public,University of Alabama in Huntsville,1,5,0.8123,6917.0,0.7415,0.1073,0.0463,0.0402,0.011,0.001,0.0259,0.024,0.0029,0.1496,22108.0,10280.0,21480.0,8727.0,9748.0,9391.0,0.6457,19986.0,485.0,1322.0
221,20.0,Logan,84322,35.27972027972028,33920.86713286713,UT,216,3.5,2.5,20726,2.4,Utah State University,public,Utah State University,1,7,0.8908,21473.0,0.8195,0.0086,0.0594,0.0107,0.0189,0.0036,0.0227,0.0105,0.0462,0.2064,17671.0,7870.0,21520.0,6286.0,9489.0,9058.0,0.9583,13279.0,1333.0,1177.0
222,20.0,Ashland,44805,35.27972027972028,33920.86713286713,OH,223,3.4,2.8343347639484984,20700,2.806829268292683,Ashland University,private,Ashland University,1,3,0.7351,3660.0,0.7716,0.1331,0.0224,0.0085,0.0049,0.0019,0.0183,0.018,0.0213,0.118,32500.0,20700.0,20700.0,14350.0,8091.0,6933.0,0.372,20221.0,539.0,1121.0
223,20.0,Lisle,60532,35.27972027972028,33920.86713286713,IL,223,3.4,2.8343347639484984,33900,2.806829268292683,Benedictine University,private,Benedictine University,1,3,0.6217,2864.0,0.4392,0.0821,0.1697,0.1512,0.0056,0.0031,0.0,0.0077,0.1414,0.1393,42641.0,33900.0,33900.0,15350.0,6919.0,8210.0,0.2576,23827.0,448.0,1093.0
224,16.0,Fresno,93740,35.27972027972028,33920.86713286713,CA,223,3.5,2.3,17929,2.7,California State University--Fresno,public,California State University-Fresno,1,8,0.5941,21877.0,0.1814,0.029,0.5168,0.1364,0.0038,0.0018,0.0282,0.0602,0.0423,0.1127,16205.0,6585.0,18465.0,3860.0,7031.0,9208.0,0.5268,5872.0,2349.0,1004.0
225,18.0,Boiling Springs,28017,35.27972027972028,33920.86713286713,NC,223,3.7,2.8343347639484984,30740,2.806829268292683,Gardner-Webb University,private,Gardner-Webb University,1,5,0.527,2210.0,0.6729,0.1407,0.038,0.0131,0.0054,0.0014,0.0136,0.0009,0.114,0.1941,42768.0,30700.0,30700.0,12981.0,8982.0,6884.0,0.9749,21154.0,332.0,1102.0
226,20.0,Atlanta,30302,35.27972027972028,33920.86713286713,GA,223,3.4,3.1,29432,2.806829268292683,Georgia State University,public,Georgia State University,2,5,0.6985,25031.0,0.2343,0.4204,0.1086,0.1363,0.0012,0.0006,0.0623,0.0242,0.0121,0.2117,24857.0,9112.0,23971.0,7672.0,7083.0,8775.0,0.7401,15506.0,2719.0,1128.0
228,19.0,Vermillion,57069,35.27972027972028,33920.86713286713,SD,223,3.0,2.4,11688,2.806829268292683,University of South Dakota,public,University of South Dakota,1,4,0.8691,6171.0,0.8378,0.031,0.0387,0.0141,0.0175,0.0006,0.0344,0.0214,0.0045,0.2092,21239.0,8772.0,12019.0,8302.0,10182.0,7763.0,0.7184,17359.0,528.0,1125.0
230,16.0,Springfield,1109,35.27972027972028,33920.86713286713,MA,-1,3.5465020576131687,2.8343347639484984,33140,2.806829268292683,American International College,private,American International College,1,1,0.7183,1336.0,0.375,0.2455,0.1969,0.0127,0.0052,0.0045,0.0277,0.0307,0.1018,0.0614,47630.0,34470.0,34470.0,14553.0,6536.0,6262.0,0.1738,22429.0,292.0,997.0
233,20.0,Boise,83725,35.27972027972028,33920.86713286713,ID,-1,3.4,2.5,22642,2.2,Boise State University,public,Boise State University,1,7,0.8399,16265.0,0.7412,0.017,0.1292,0.0215,0.0037,0.0048,0.0461,0.0229,0.0135,0.2349,18284.0,7326.0,22642.0,8148.0,7859.0,7763.0,0.5122,13796.0,942.0,1093.0
234,18.0,Milwaukee,53217,35.27972027972028,33920.86713286713,WI,-1,3.1,2.8343347639484984,28844,2.806829268292683,Cardinal Stritch University,private,Cardinal Stritch University,1,3,0.7835,1284.0,0.4252,0.1963,0.1729,0.028,0.007,0.0016,0.0218,0.134,0.0132,0.3037,38738.0,28844.0,28844.0,13774.0,5751.0,6018.0,0.3321,17199.0,108.0,1044.0
236,19.0,Cleveland,44115,35.27972027972028,33920.86713286713,OH,-1,3.3,2.2,13848,2.1,Cleveland State University,public,Cleveland State University,1,3,0.9006,11647.0,0.6399,0.162,0.0573,0.0337,0.0021,0.001,0.0363,0.0533,0.0143,0.2117,22293.0,9778.0,13829.0,10618.0,9773.0,9389.0,0.4886,16926.0,1341.0,1104.0
238,20.0,Johnson City,37614,35.27972027972028,33920.86713286713,TN,-1,3.5,2.1,26463,2.806829268292683,East Tennessee State University,public,East Tennessee State University,1,5,0.8547,10881.0,0.8143,0.0687,0.0269,0.0132,0.0023,0.0011,0.0291,0.0332,0.0111,0.1171,21904.0,8679.0,26463.0,8636.0,12381.0,7201.0,0.6163,14218.0,1147.0,1122.0
239,20.0,Boca Raton,33431,35.27972027972028,33920.86713286713,FL,-1,4.0,2.4,21595,2.806829268292683,Florida Atlantic University,public,Florida Atlantic University,1,5,0.6001,23748.0,0.409,0.2017,0.2706,0.0415,0.0021,0.0011,0.0374,0.0283,0.0083,0.3302,18593.0,4831.0,17276.0,6197.0,7200.0,8999.0,0.684,10466.0,1612.0,1149.0
240,22.0,Statesboro,30460,35.27972027972028,33920.86713286713,GA,-1,3.3,2.3,18692,2.4,Georgia Southern University,public,Georgia Southern University,1,5,0.6829,17062.0,0.6282,0.2441,0.0553,0.0185,0.0048,0.001,0.0249,0.0165,0.0067,0.0809,22467.0,6356.0,17142.0,6087.0,6408.0,6880.0,0.9026,16548.0,2131.0,1174.0
241,23.02405498281787,Phoenix,85017,35.27972027972028,33920.86713286713,AZ,-1,3.5465020576131687,2.8343347639484984,17050,2.806829268292683,Grand Canyon University,proprietary,Grand Canyon University,1,6,0.6692,48666.0,0.4825,0.1669,0.1959,0.0305,0.0106,0.0062,0.0391,0.008,0.0605,0.6716,31051.0,17050.0,17050.0,10977.0,1997.0,6482.0,0.0709,20570.0,1775.0,1218.8087248322147
242,16.0,Terre Haute,47809,35.27972027972028,33920.86713286713,IN,-1,3.1,2.4,19454,2.806829268292683,Indiana State University,public,Indiana State University,1,3,0.8451,10817.0,0.6542,0.1947,0.0443,0.0113,0.0031,0.0004,0.0403,0.0449,0.0069,0.1353,21056.0,8916.0,19452.0,5851.0,7498.0,7503.0,0.7098,13012.0,1706.0,1013.0
243,23.02405498281787,Indiana,15705,35.27972027972028,33920.86713286713,PA,-1,3.5465020576131687,2.1,15882,2.806829268292683,Indiana University of Pennsylvania,public,Indiana University of Pennsylvania-Main Campus,1,2,0.9082,9965.0,0.7378,0.1242,0.0446,0.0102,0.0005,0.0003,0.0446,0.0293,0.0085,0.0495,26075.0,12119.0,17271.0,9479.0,10659.0,9704.0,0.7715,20761.0,1863.0,1016.0
244,16.0,Jackson,39217,35.27972027972028,33920.86713286713,MS,-1,2.9,2.8343347639484984,17614,2.806829268292683,Jackson State University,public,Jackson State University,1,5,0.7173,6467.0,0.0376,0.912,0.0076,0.0023,0.0026,0.0,0.0145,0.0233,0.0,0.0829,22397.0,7621.0,18314.0,5545.0,9004.0,7246.0,0.6672,15380.0,756.0,990.0
245,21.0,Kennesaw,30144,35.27972027972028,33920.86713286713,GA,-1,3.3,2.7,21158,2.4,Kennesaw State University,public,Kennesaw State University,1,5,0.6063,32309.0,0.5557,0.2127,0.0964,0.0474,0.0017,0.0011,0.0465,0.0172,0.0214,0.2387,23919.0,6347.0,17329.0,6409.0,5952.0,7099.0,0.6044,18284.0,3219.0,1163.0
246,18.0,Beaumont,77710,35.27972027972028,33920.86713286713,TX,-1,3.2,2.0,22561,2.806829268292683,Lamar University,public,Lamar University,1,6,0.8165,8928.0,0.4596,0.2653,0.1679,0.0464,0.0055,0.0013,0.0242,0.0124,0.0174,0.3328,19367.0,8314.0,18274.0,6741.0,5402.0,8283.0,0.7705,12941.0,974.0,1045.0
247,21.0,Lynchburg,24502,35.27972027972028,33920.86713286713,VA,-1,3.5,2.8343347639484984,24304,2.2,Liberty University,private,Liberty University,1,5,0.2979,45364.0,0.4994,0.1088,0.0517,0.0121,0.0048,0.0015,0.0214,0.0148,0.2856,0.4079,37388.0,21310.0,21310.0,11353.0,2832.0,5682.0,0.4614,27573.0,2182.0,1157.0
248,20.0,St. Charles,63301,35.27972027972028,33920.86713286713,MO,-1,3.3,2.8343347639484984,16960,2.806829268292683,Lindenwood University,private,Lindenwood University,2,4,0.7375,6807.0,0.4998,0.1237,0.0386,0.0069,0.0029,0.0026,0.0222,0.1193,0.1839,0.0903,29322.0,16960.0,16960.0,13194.0,4827.0,7468.0,1.0,17548.0,668.0,1097.0
249,19.0,Murfreesboro,37132,35.27972027972028,33920.86713286713,TN,-1,3.4,2.2,27578,2.806829268292683,Middle Tennessee State University,public,Middle Tennessee State University,1,5,0.5935,18600.0,0.6301,0.2123,0.0524,0.0305,0.0026,0.0004,0.0345,0.0355,0.0017,0.1517,20405.0,8612.0,26348.0,6909.0,9248.0,7349.0,0.7682,12416.0,1905.0,1124.0
250,16.0,Baltimore,21251,35.27972027972028,33920.86713286713,MD,-1,3.0,2.0,17833,2.806829268292683,Morgan State University,public,Morgan State University,1,2,0.6372,6426.0,0.019,0.7698,0.0335,0.0087,0.0012,0.0006,0.0316,0.1214,0.0142,0.0937,23774.0,7766.0,17832.0,7306.0,9551.0,8799.0,0.6783,16658.0,589.0,977.0
251,23.02405498281787,Chicago,60603,35.27972027972028,33920.86713286713,IL,-1,3.5465020576131687,2.8343347639484984,10380,2.806829268292683,National Louis University,private,National Louis University,1,3,0.8559,1758.0,0.1724,0.2907,0.4704,0.0154,0.0017,0.0017,0.0148,0.0057,0.0273,0.3083,24158.0,10440.0,10440.0,15427.0,6151.0,6148.0,0.9866,15579.0,283.0,1218.8087248322147
252,18.0,Greensboro,27411,35.27972027972028,33920.86713286713,NC,-1,3.5,2.8343347639484984,19416,2.2,North Carolina A&T State University,public,North Carolina A & T State University,1,5,0.6223,10011.0,0.053,0.8198,0.0397,0.0077,0.0031,0.0001,0.0396,0.0122,0.0249,0.0747,19243.0,6526.0,19416.0,6271.0,8508.0,8929.0,0.6855,11743.0,1321.0,1010.0
253,20.0,Flagstaff,86011,35.27972027972028,33920.86713286713,AZ,-1,3.6,2.5,24841,2.8,Northern Arizona University,public,Northern Arizona University,1,6,0.8085,26974.0,0.5688,0.0332,0.2396,0.0196,0.025,0.0026,0.0568,0.0436,0.0109,0.1848,26314.0,11059.0,24841.0,8015.0,7402.0,8239.0,0.6633,14789.0,2162.0,940.0
254,19.0,DeKalb,60115,35.27972027972028,33920.86713286713,IL,-1,3.3,2.6,23817,2.7,Northern Illinois University,public,Northern Illinois University,1,3,0.5332,13430.0,0.5479,0.1578,0.1772,0.0538,0.0013,0.001,0.0366,0.0208,0.0036,0.1224,28557.0,14350.0,23816.0,7816.0,14104.0,8218.0,0.7511,19823.0,1359.0,1085.0
255,20.0,Rochester,48309,35.27972027972028,33920.86713286713,MI,-1,3.4,2.0,24735,2.806829268292683,Oakland University,public,Oakland University,1,3,0.8441,15562.0,0.752,0.0713,0.0363,0.0483,0.0031,0.0009,0.0299,0.0215,0.0367,0.196,21262.0,11970.0,23873.0,11769.0,7908.0,9220.0,0.5064,12779.0,1566.0,1141.0
257,19.0,Portland,97207,35.27972027972028,33920.86713286713,OR,-1,3.4,2.5,21180,2.2,Portland State University,public,Portland State University,1,8,0.9244,18585.0,0.5493,0.0361,0.1438,0.0927,0.0124,0.0068,0.0676,0.0538,0.0375,0.2661,20322.0,8783.0,26130.0,9208.0,9389.0,9173.0,0.5696,14160.0,686.0,1105.0
258,15.0,Prairie View,77446,35.27972027972028,33920.86713286713,TX,-1,3.0,2.8343347639484984,10059,2.806829268292683,Prairie View A&M University,public,Prairie View A & M University,1,6,0.7893,7975.0,0.0183,0.8346,0.0924,0.0207,0.0034,0.0009,0.0135,0.014,0.0021,0.0795,22444.0,9959.0,23488.0,4955.0,7537.0,7653.0,0.8147,11090.0,1502.0,956.0
259,19.0,Virginia Beach,23464,35.27972027972028,33920.86713286713,VA,-1,3.5,2.8343347639484984,17450,2.806829268292683,Regent University,private,Regent University,1,5,0.783,4087.0,0.5402,0.2843,0.0861,0.0152,0.0049,0.0037,0.0509,0.0054,0.0093,0.4465,27995.0,17288.0,17288.0,12361.0,4269.0,7953.0,0.7462,17842.0,200.0,1081.0
260,19.0,Huntsville,77340,35.27972027972028,33920.86713286713,TX,-1,3.5465020576131687,2.1,22340,2.806829268292683,Sam Houston State University,public,Sam Houston State University,1,6,0.7439,18416.0,0.5056,0.1805,0.2296,0.0169,0.0055,0.0015,0.0305,0.0108,0.0189,0.1959,20791.0,8062.0,18022.0,8572.0,6570.0,7577.0,0.7895,13560.0,1977.0,1068.0
261,18.0,San Francisco,94132,35.27972027972028,33920.86713286713,CA,-1,3.2,2.5,19134,2.6,San Francisco State University,public,San Francisco State University,1,8,0.7046,25966.0,0.183,0.0544,0.3311,0.2599,0.0017,0.0042,0.0637,0.0629,0.0391,0.1513,22313.0,7254.0,19134.0,5230.0,7998.0,10411.0,0.4982,13787.0,2245.0,1054.0
262,18.0,Louisville,40203,35.27972027972028,33920.86713286713,KY,-1,3.5465020576131687,2.8343347639484984,24388,2.806829268292683,Spalding University,private,Spalding University,1,5,0.5899,1080.0,0.675,0.1935,0.0463,0.0111,0.0037,0.0,0.0454,0.0056,0.0194,0.1519,33455.0,24000.0,24000.0,17087.0,8211.0,7326.0,0.4405,21872.0,149.0,1046.0
263,16.0,Nashville,37209,35.27972027972028,33920.86713286713,TN,-1,2.9,2.0,20178,2.806829268292683,Tennessee State University,public,Tennessee State University,1,5,0.53,6380.0,0.1118,0.7434,0.0147,0.0071,0.0009,0.0,0.0212,0.0918,0.0091,0.1497,19058.0,7776.0,21132.0,6877.0,8732.0,7310.0,0.9707,11083.0,609.0,788.0
264,21.0,Cookeville,38505,35.27972027972028,33920.86713286713,TN,-1,3.6,2.8343347639484984,26190,2.1,Tennessee Technological University,public,Tennessee Technological University,1,5,0.644,9084.0,0.8336,0.0407,0.0318,0.014,0.0012,0.0003,0.0342,0.0391,0.0051,0.0954,23549.0,8513.0,24377.0,5935.0,8634.0,8012.0,1.0,14410.0,948.0,1192.0
265,17.0,Commerce,75429,35.27972027972028,33920.86713286713,TX,-1,3.3,2.1,20884,2.2,Texas A&M University--Commerce,public,Texas A & M University-Commerce,1,6,0.3454,8473.0,0.4588,0.2196,0.2082,0.0171,0.0055,0.0018,0.0677,0.0136,0.0077,0.2848,20342.0,8434.0,20884.0,7043.0,7044.0,8749.0,1.0,11704.0,723.0,1050.0
266,17.0,Corpus Christi,78412,35.27972027972028,33920.86713286713,TX,-1,3.3,2.2,26061,2.5,Texas A&M University--Corpus Christi,public,Texas A & M University-Corpus Christi,1,6,0.6046,10043.0,0.3582,0.0542,0.5074,0.0253,0.0013,0.0003,0.0185,0.0218,0.013,0.1702,20836.0,8750.0,18925.0,7716.0,6977.0,8062.0,0.654,16159.0,1001.0,983.0
267,17.0,Kingsville,78363,35.27972027972028,33920.86713286713,TX,-1,3.3,2.8343347639484984,20912,2.806829268292683,Texas A&M University--Kingsville,public,Texas A & M University-Kingsville,1,6,0.8413,5694.0,0.1668,0.0604,0.7148,0.0084,0.0018,0.0018,0.0047,0.0386,0.0026,0.121,21006.0,8462.0,22102.0,6792.0,7342.0,7668.0,0.7893,13188.0,922.0,1021.0
268,15.0,Houston,77004,35.27972027972028,33920.86713286713,TX,-1,2.9,2.1,21240,2.806829268292683,Texas Southern University,public,Texas Southern University,1,6,0.6666,7967.0,0.0131,0.7908,0.0672,0.0163,0.0065,0.0008,0.0188,0.0866,0.0,0.1597,24089.0,9173.0,21623.0,8389.0,11105.0,7650.0,0.6782,19676.0,904.0,846.0
269,20.0,San Marcos,78666,35.27972027972028,33920.86713286713,TX,-1,3.5465020576131687,2.2,23071,2.806829268292683,Texas State University,public,Texas State University,1,6,0.7298,34180.0,0.4598,0.0975,0.3732,0.0221,0.0025,0.0016,0.0352,0.0054,0.0027,0.1803,21383.0,9985.0,21605.0,8234.0,7145.0,7960.0,0.7473,15545.0,3773.0,1121.0
270,17.0,Denton,76204,35.27972027972028,33920.86713286713,TX,-1,3.1,2.8343347639484984,21816,2.806829268292683,Texas Woman's University,public,Texas Woman's University,1,6,0.8571,9417.0,0.3607,0.1835,0.3071,0.0908,0.003,0.0006,0.0363,0.0091,0.0088,0.2609,17539.0,7486.0,17446.0,6019.0,6923.0,8332.0,0.9764,9493.0,894.0,1002.0
271,19.0,Nashville,37210,35.27972027972028,33920.86713286713,TN,-1,3.4,2.8343347639484984,25100,2.806829268292683,Trevecca Nazarene University,private,Trevecca Nazarene University,1,5,0.7038,2112.0,0.6075,0.1241,0.0947,0.0128,0.0033,0.0014,0.0284,0.0573,0.0705,0.3764,35805.0,25100.0,25100.0,12650.0,6139.0,6644.0,1.0,18549.0,262.0,1121.0
273,19.0,Akron,44325,35.27972027972028,33920.86713286713,OH,-1,3.3,2.3,21863,2.1,University of Akron,public,University of Akron Main Campus,2,3,0.9255,15047.0,0.7331,0.1235,0.0274,0.0274,0.0014,0.0004,0.0455,0.022,0.0193,0.1275,24128.0,10270.0,18801.0,9845.0,10572.0,9571.0,0.5319,17951.0,1863.0,1125.0
274,19.0,Little Rock,72204,35.27972027972028,33920.86713286713,AR,-1,3.1,2.5,19797,2.0,University of Arkansas--Little Rock,public,University of Arkansas at Little Rock,1,5,0.7463,6677.0,0.507,0.2864,0.0428,0.0193,0.0027,0.0,0.1002,0.0395,0.0021,0.3654,21377.0,8998.0,21208.0,5808.0,7563.0,7425.0,0.9774,13729.0,561.0,1105.0
275,21.0,Lafayette,70504,35.27972027972028,33920.86713286713,LA,-1,3.3,2.3,23074,2.806829268292683,University of Louisiana--Lafayette,public,University of Louisiana at Lafayette,1,5,0.5087,14753.0,0.6517,0.2063,0.0543,0.0228,0.0019,0.0008,0.0209,0.0163,0.0251,0.1363,20443.0,9888.0,23616.0,9443.0,7588.0,8559.0,0.7706,12768.0,1891.0,1162.0
276,19.0,Monroe,71209,35.27972027972028,33920.86713286713,LA,-1,3.5,2.0,20381,2.806829268292683,University of Louisiana--Monroe,public,University of Louisiana at Monroe,1,5,0.7546,6121.0,0.6154,0.2464,0.0211,0.019,0.0042,0.0007,0.0253,0.0431,0.0248,0.1596,19162.0,8470.0,20570.0,7978.0,6819.0,7268.0,1.0,11316.0,841.0,1124.0
277,17.0,Princess Anne,21853,35.27972027972028,33920.86713286713,MD,-1,2.9,2.0,18048,2.4,University of Maryland--Eastern Shore,public,University of Maryland Eastern Shore,1,2,0.3901,2799.0,0.0975,0.7621,0.0389,0.0104,0.0025,0.0007,0.055,0.03,0.0029,0.0807,22192.0,8042.0,18048.0,4214.0,12436.0,8235.0,0.6935,15860.0,479.0,950.0
278,19.0,Memphis,38152,35.27972027972028,33920.86713286713,TN,-1,3.4,2.7,21413,2.1,University of Memphis,public,University of Memphis,1,5,0.8482,15901.0,0.4787,0.3667,0.0513,0.0347,0.0028,0.0008,0.0382,0.0176,0.0092,0.2221,22201.0,9317.0,21029.0,8105.0,9820.0,8795.0,0.6615,13921.0,1786.0,1106.0
279,21.0,St. Louis,63121,35.27972027972028,33920.86713286713,MO,-1,3.4,2.6,27327,2.7,University of Missouri--St. Louis,public,University of Missouri-St Louis,1,4,0.7594,7362.0,0.6362,0.1697,0.0336,0.0515,0.0035,0.0014,0.0329,0.0326,0.0387,0.2876,21397.0,9590.0,25505.0,8691.0,9876.0,8569.0,0.5222,10010.0,232.0,1197.0
280,19.0,Omaha,68182,35.27972027972028,33920.86713286713,NE,-1,3.4,2.6,22035,2.806829268292683,University of Nebraska--Omaha,public,University of Nebraska at Omaha,1,4,0.8653,12424.0,0.6683,0.0619,0.1255,0.0395,0.0024,0.0011,0.0456,0.0391,0.0166,0.2135,17935.0,7630.0,20320.0,6562.0,8886.0,8303.0,0.5041,13173.0,1151.0,1125.0
282,20.0,New Orleans,70148,35.27972027972028,33920.86713286713,LA,-1,3.2,2.4,13530,2.806829268292683,University of New Orleans,public,University of New Orleans,1,5,0.5661,5917.0,0.5153,0.1655,0.1264,0.086,0.003,0.0008,0.0456,0.045,0.0123,0.2045,18619.0,8484.0,13320.0,8970.0,7865.0,7762.0,0.6551,11135.0,557.0,1126.0
283,21.0,Greensboro,27402,35.27972027972028,33920.86713286713,NC,-1,3.8,2.6,22410,2.806829268292683,University of North Carolina--Greensboro,public,University of North Carolina at Greensboro,1,5,0.7804,15988.0,0.4892,0.2879,0.0934,0.0544,0.004,0.0006,0.049,0.017,0.0046,0.1255,19276.0,7250.0,22409.0,6059.0,8944.0,8534.0,0.7557,12226.0,2107.0,1114.0
284,19.0,Greeley,80639,35.27972027972028,33920.86713286713,CO,-1,3.3,2.3,20474,2.806829268292683,University of Northern Colorado,public,University of Northern Colorado,1,7,0.8908,9104.0,0.6115,0.0457,0.2089,0.0199,0.0041,0.0015,0.0466,0.0119,0.05,0.0941,22604.0,9546.0,21132.0,10560.0,10145.0,7749.0,0.6081,20367.0,1233.0,1107.0
286,20.0,Mobile,36688,35.27972027972028,33920.86713286713,AL,-1,3.5,2.1,19586,2.6,University of South Alabama,public,University of South Alabama,1,5,0.8208,10712.0,0.5927,0.2251,0.0334,0.03,0.0065,0.0015,0.0308,0.0579,0.0221,0.1527,19702.0,7812.0,15324.0,9198.0,9082.0,7203.0,0.6234,15082.0,1158.0,1142.0
287,20.0,Hattiesburg,39406,35.27972027972028,33920.86713286713,MS,-1,3.3,2.2,9854,2.806829268292683,University of Southern Mississippi,public,University of Southern Mississippi,1,5,0.9843,11747.0,0.6098,0.2848,0.0331,0.0127,0.0046,0.001,0.0278,0.0162,0.0101,0.116,20866.0,8218.0,10218.0,6718.0,8878.0,7553.0,0.9882,13178.0,800.0,1125.0
288,20.0,Arlington,76019,35.27972027972028,33920.86713286713,TX,-1,3.5465020576131687,2.7,25152,2.4,University of Texas--Arlington,public,The University of Texas at Arlington,1,6,0.7122,32955.0,0.3626,0.1482,0.2748,0.1132,0.0028,0.0016,0.0358,0.0409,0.02,0.4604,21154.0,9952.0,25152.0,7432.0,5326.0,9371.0,1.0,13200.0,1708.0,1163.0
